Customer_ID,best_offer
Customer_3522,0
Customer_8495,0
Customer_7017,0
Customer_4824,0
Customer_1056,1
Customer_7829,1
Customer_3035,0
Customer_5234,0
Customer_33,0
Customer_3949,3
Customer_50,1
Customer_2826,0
Customer_6440,0
Customer_2388,2
Customer_9110,1
Customer_7032,0
Customer_1794,1
Customer_7628,0
Customer_500,1
Customer_8913,0
Customer_5832,1
Customer_3026,0
Customer_8565,0
Customer_3090,0
Customer_8295,0
Customer_3149,1
Customer_5583,0
Customer_6650,0
Customer_2638,0
Customer_5272,3
Customer_6445,0
Customer_6603,3
Customer_3991,0
Customer_245,0
Customer_149,0
Customer_3578,1
Customer_185,0
Customer_2602,3
Customer_758,1
Customer_7466,0
Customer_5337,0
Customer_4127,0
Customer_6119,0
Customer_8289,0
Customer_1732,0
Customer_4903,0
Customer_1928,1
Customer_4793,0
Customer_5250,0
Customer_6715,0
Customer_6835,0
Customer_5229,1
Customer_5835,2
Customer_8098,1
Customer_8193,0
Customer_550,2
Customer_1429,1
Customer_8090,1
Customer_8260,1
Customer_1718,0
Customer_6539,0
Customer_1046,0
Customer_17,2
Customer_5365,0
Customer_4842,0
Customer_3367,1
Customer_2622,1
Customer_3032,3
Customer_2232,0
Customer_3761,3
Customer_6535,0
Customer_4319,0
Customer_5769,0
Customer_4588,1
Customer_6793,1
Customer_6537,0
Customer_7586,0
Customer_4623,1
Customer_4785,2
Customer_6358,0
Customer_9038,0
Customer_5316,0
Customer_6395,0
Customer_8074,3
Customer_2165,1
Customer_2820,0
Customer_7332,1
Customer_2036,1
Customer_7354,1
Customer_168,0
Customer_6417,1
Customer_8332,0
Customer_8702,1
Customer_1156,2
Customer_7919,1
Customer_6462,2
Customer_9003,2
Customer_2312,2
Customer_960,0
Customer_3548,2
Customer_5715,0
Customer_2481,2
Customer_6501,1
Customer_5942,0
Customer_718,0
Customer_5438,0
Customer_9058,2
Customer_3540,0
Customer_9101,0
Customer_487,0
Customer_7871,2
Customer_1127,1
Customer_6743,2
Customer_9064,3
Customer_6032,0
Customer_4821,1
Customer_4295,1
Customer_1295,1
Customer_3165,0
Customer_4981,2
Customer_6120,0
Customer_6450,3
Customer_8377,0
Customer_6068,3
Customer_3133,0
Customer_6114,0
Customer_2802,0
Customer_5489,1
Customer_3100,0
Customer_9004,1
Customer_8224,1
Customer_8475,2
Customer_353,1
Customer_6507,1
Customer_8837,0
Customer_1470,1
Customer_483,0
Customer_7327,0
Customer_6486,1
Customer_8707,1
Customer_4412,1
Customer_5389,0
Customer_3620,1
Customer_5313,1
Customer_2882,0
Customer_7136,3
Customer_1642,1
Customer_3857,0
Customer_4315,0
Customer_5143,0
Customer_5647,0
Customer_4084,1
Customer_4700,1
Customer_7071,0
Customer_453,3
Customer_766,0
Customer_6324,0
Customer_5858,3
Customer_6174,0
Customer_2515,1
Customer_682,0
Customer_8604,2
Customer_5950,0
Customer_2107,0
Customer_3002,2
Customer_7033,3
Customer_2718,0
Customer_5515,0
Customer_7006,0
Customer_6770,0
Customer_1123,2
Customer_2484,0
Customer_7459,1
Customer_7097,3
Customer_7503,2
Customer_3692,2
Customer_3018,0
Customer_5861,0
Customer_4582,0
Customer_5912,0
Customer_9072,1
Customer_3274,0
Customer_5015,0
Customer_6985,1
Customer_5227,2
Customer_3625,1
Customer_7607,1
Customer_7383,2
Customer_3454,1
Customer_6142,1
Customer_1699,0
Customer_429,0
Customer_1446,1
Customer_7462,0
Customer_385,1
Customer_921,1
Customer_4704,1
Customer_8239,0
Customer_9119,0
Customer_1057,3
Customer_9031,0
Customer_2210,0
Customer_1287,1
Customer_5964,1
Customer_4339,1
Customer_5419,0
Customer_7372,1
Customer_637,0
Customer_3979,0
Customer_7070,0
Customer_233,0
Customer_3154,1
Customer_3150,0
Customer_2697,0
Customer_4043,3
Customer_811,2
Customer_3487,3
Customer_6266,0
Customer_1731,1
Customer_1570,1
Customer_1615,3
Customer_7251,3
Customer_5649,0
Customer_5457,2
Customer_5403,1
Customer_5652,0
Customer_8170,0
Customer_101,0
Customer_319,1
Customer_5629,0
Customer_2508,0
Customer_625,0
Customer_6227,0
Customer_7614,0
Customer_2245,0
Customer_6204,1
Customer_8407,3
Customer_334,3
Customer_4010,0
Customer_1330,1
Customer_5851,0
Customer_5696,2
Customer_5279,1
Customer_461,0
Customer_1052,0
Customer_1670,0
Customer_8,0
Customer_99,0
Customer_4001,0
Customer_6352,2
Customer_7189,3
Customer_31,3
Customer_3146,1
Customer_6407,0
Customer_6091,1
Customer_540,1
Customer_1479,0
Customer_8997,1
Customer_7269,1
Customer_3053,0
Customer_1142,0
Customer_8259,1
Customer_7453,1
Customer_7150,1
Customer_1112,2
Customer_8026,1
Customer_3422,1
Customer_5909,0
Customer_5623,1
Customer_4374,1
Customer_3209,1
Customer_601,1
Customer_1328,1
Customer_6634,1
Customer_2588,0
Customer_1044,1
Customer_7884,1
Customer_9025,1
Customer_5332,1
Customer_1095,0
Customer_5274,1
Customer_291,3
Customer_3238,0
Customer_8711,1
Customer_6214,0
Customer_618,2
Customer_2957,0
Customer_594,1
Customer_4750,1
Customer_3263,1
Customer_6594,0
Customer_4894,0
Customer_2478,1
Customer_1807,3
Customer_1840,0
Customer_2272,1
Customer_8867,1
Customer_9112,0
Customer_7018,0
Customer_5412,1
Customer_4717,1
Customer_4382,0
Customer_7550,1
Customer_5610,0
Customer_6773,1
Customer_7782,0
Customer_5137,1
Customer_4091,1
Customer_4834,0
Customer_8779,1
Customer_2716,1
Customer_3535,0
Customer_8272,0
Customer_1688,2
Customer_5273,2
Customer_4564,1
Customer_3131,0
Customer_5306,0
Customer_5426,3
Customer_6026,3
Customer_7637,1
Customer_6307,1
Customer_8088,1
Customer_1149,1
Customer_4812,0
Customer_1937,0
Customer_7067,0
Customer_2880,0
Customer_4629,2
Customer_3095,1
Customer_8503,0
Customer_5663,0
Customer_748,1
Customer_8447,0
Customer_6386,1
Customer_1575,1
Customer_8917,3
Customer_1426,0
Customer_1126,3
Customer_7139,0
Customer_4279,1
Customer_4923,1
Customer_1569,0
Customer_6758,2
Customer_6728,0
Customer_7477,1
Customer_6923,3
Customer_6839,0
Customer_5354,1
Customer_2249,0
Customer_4051,0
Customer_6317,1
Customer_3662,1
Customer_664,1
Customer_2586,2
Customer_841,0
Customer_6296,2
Customer_8669,1
Customer_3037,0
Customer_7426,0
Customer_833,1
Customer_4868,0
Customer_5363,1
Customer_872,0
Customer_4716,1
Customer_3984,1
Customer_3320,0
Customer_5702,0
Customer_6194,2
Customer_3942,2
Customer_8288,0
Customer_1277,2
Customer_4331,0
Customer_3981,0
Customer_3886,2
Customer_6377,0
Customer_8101,0
Customer_7867,1
Customer_4972,0
Customer_7223,1
Customer_411,0
Customer_7642,1
Customer_1832,1
Customer_7234,1
Customer_1978,0
Customer_6532,1
Customer_5092,1
Customer_1726,1
Customer_7556,0
Customer_604,1
Customer_30,1
Customer_1671,0
Customer_263,3
Customer_2816,0
Customer_247,0
Customer_852,0
Customer_1835,0
Customer_8841,3
Customer_199,0
Customer_532,0
Customer_2615,0
Customer_8057,0
Customer_5030,2
Customer_5255,2
Customer_455,0
Customer_1197,0
Customer_5381,0
Customer_3892,1
Customer_2225,0
Customer_7905,0
Customer_4513,1
Customer_2955,1
Customer_4764,0
Customer_6558,1
Customer_2008,0
Customer_3404,0
Customer_7870,1
Customer_6350,0
Customer_1373,1
Customer_8153,1
Customer_6130,0
Customer_3905,0
Customer_6688,2
Customer_8331,2
Customer_7349,0
Customer_3994,1
Customer_217,0
Customer_1005,0
Customer_4335,0
Customer_7015,1
Customer_3325,0
Customer_7084,0
Customer_8086,0
Customer_2846,0
Customer_3777,1
Customer_6969,0
Customer_675,0
Customer_4099,0
Customer_1740,2
Customer_8409,0
Customer_7487,0
Customer_229,2
Customer_6977,1
Customer_7254,0
Customer_4198,0
Customer_5707,0
Customer_6890,3
Customer_8291,0
Customer_4613,3
Customer_8567,0
Customer_2002,1
Customer_6060,3
Customer_1595,1
Customer_2034,0
Customer_3143,1
Customer_6553,0
Customer_1649,0
Customer_7619,2
Customer_3434,0
Customer_2373,0
Customer_7636,1
Customer_2152,3
Customer_337,0
Customer_7475,0
Customer_5957,3
Customer_9086,0
Customer_1400,0
Customer_5170,0
Customer_5993,0
Customer_4963,0
Customer_6956,2
Customer_7717,3
Customer_1226,1
Customer_96,2
Customer_4341,0
Customer_2897,0
Customer_7948,0
Customer_8768,2
Customer_6984,0
Customer_4604,0
Customer_4482,0
Customer_8404,1
Customer_3570,1
Customer_1017,2
Customer_3846,0
Customer_3720,1
Customer_4141,0
Customer_8941,0
Customer_350,0
Customer_5934,0
Customer_8343,1
Customer_2919,1
Customer_8704,0
Customer_5710,1
Customer_8685,0
Customer_2859,0
Customer_4640,0
Customer_1210,0
Customer_7902,0
Customer_5022,0
Customer_7066,2
Customer_1383,0
Customer_4264,0
Customer_5350,0
Customer_742,0
Customer_180,2
Customer_1115,1
Customer_7621,1
Customer_349,2
Customer_8080,0
Customer_3393,0
Customer_8179,0
Customer_4122,0
Customer_6942,1
Customer_3914,0
Customer_81,1
Customer_6625,0
Customer_7661,0
Customer_4071,0
Customer_6861,2
Customer_831,0
Customer_6017,0
Customer_1606,3
Customer_6196,0
Customer_5562,0
Customer_8234,0
Customer_5606,0
Customer_1768,0
Customer_9016,1
Customer_1888,1
Customer_7087,0
Customer_4693,0
Customer_2083,3
Customer_7836,0
Customer_2554,1
Customer_7461,0
Customer_7289,1
Customer_4355,0
Customer_2006,3
Customer_8759,1
Customer_710,0
Customer_2531,0
Customer_5698,1
Customer_3852,0
Customer_6838,0
Customer_4477,0
Customer_4439,0
Customer_3817,1
Customer_6660,0
Customer_5740,0
Customer_1369,1
Customer_8408,0
Customer_6649,0
Customer_9049,1
Customer_1139,3
Customer_6135,1
Customer_4140,0
Customer_4375,1
Customer_8658,1
Customer_2177,1
Customer_7981,0
Customer_3244,3
Customer_172,0
Customer_7111,1
Customer_4292,1
Customer_39,2
Customer_1561,0
Customer_8313,3
Customer_9023,3
Customer_5863,3
Customer_4060,0
Customer_2603,2
Customer_2986,1
Customer_5669,0
Customer_4984,0
Customer_2939,1
Customer_8674,0
Customer_2453,0
Customer_7299,1
Customer_4920,0
Customer_2794,0
Customer_7879,2
Customer_4216,3
Customer_533,0
Customer_1758,1
Customer_6720,0
Customer_6900,1
Customer_7023,0
Customer_65,1
Customer_6400,0
Customer_2952,2
Customer_354,0
Customer_3438,0
Customer_1650,1
Customer_2276,1
Customer_4344,1
Customer_6648,3
Customer_5516,2
Customer_7935,1
Customer_9042,3
Customer_1665,0
Customer_472,1
Customer_8483,2
Customer_3768,0
Customer_4617,2
Customer_5599,1
Customer_6998,0
Customer_1765,1
Customer_868,2
Customer_1739,1
Customer_323,0
Customer_8242,0
Customer_4267,0
Customer_3379,2
Customer_5458,1
Customer_1623,1
Customer_6641,2
Customer_8519,0
Customer_5834,1
Customer_5128,0
Customer_1075,3
Customer_3094,2
Customer_1254,1
Customer_3381,1
Customer_7197,2
Customer_5581,0
Customer_3091,3
Customer_8215,1
Customer_4918,0
Customer_5488,1
Customer_5609,2
Customer_6983,0
Customer_73,0
Customer_2111,0
Customer_4333,1
Customer_8629,0
Customer_7322,1
Customer_5422,1
Customer_4050,1
Customer_8238,2
Customer_8709,0
Customer_1509,0
Customer_6325,2
Customer_7324,3
Customer_1918,0
Customer_118,1
Customer_1737,1
Customer_5097,0
Customer_4927,1
Customer_7635,1
Customer_3624,0
Customer_1219,0
Customer_4886,0
Customer_3378,1
Customer_3106,0
Customer_1897,1
Customer_6470,2
Customer_3621,1
Customer_449,0
Customer_3410,0
Customer_5612,0
Customer_2291,0
Customer_2620,1
Customer_6256,0
Customer_177,2
Customer_132,1
Customer_4076,3
Customer_1992,1
Customer_1374,0
Customer_8385,1
Customer_0,1
Customer_2807,0
Customer_2025,1
Customer_3428,0
Customer_6231,3
Customer_4631,0
Customer_7685,0
Customer_8749,1
Customer_2145,1
Customer_5294,0
Customer_3395,2
Customer_1783,0
Customer_6716,2
Customer_5244,0
Customer_5268,1
Customer_8016,0
Customer_7273,2
Customer_408,1
Customer_6559,0
Customer_5634,1
Customer_4881,0
Customer_1027,3
Customer_157,3
Customer_1421,1
Customer_388,1
Customer_7616,0
Customer_2127,0
Customer_8292,0
Customer_2543,0
Customer_8597,0
Customer_4659,2
Customer_712,0
Customer_5164,1
Customer_510,2
Customer_1061,3
Customer_7244,1
Customer_5027,1
Customer_5786,0
Customer_1502,1
Customer_4031,0
Customer_1701,1
Customer_2273,1
Customer_4472,0
Customer_678,0
Customer_5598,0
Customer_5366,0
Customer_8871,0
Customer_1741,0
Customer_3498,1
Customer_6817,3
Customer_957,0
Customer_5221,1
Customer_8643,1
Customer_5930,1
Customer_6854,1
Customer_3445,1
Customer_8348,0
Customer_724,0
Customer_4937,1
Customer_4864,0
Customer_5271,1
Customer_7072,0
Customer_794,1
Customer_2771,0
Customer_2072,3
Customer_5648,1
Customer_5764,2
Customer_251,0
Customer_3418,1
Customer_2495,2
Customer_4007,1
Customer_9130,0
Customer_8297,0
Customer_2319,1
Customer_3064,0
Customer_3780,0
Customer_1233,0
Customer_3128,2
Customer_2683,1
Customer_1631,0
Customer_6252,0
Customer_7195,0
Customer_6951,1
Customer_1568,0
Customer_3455,2
Customer_7451,2
Customer_5708,0
Customer_4383,3
Customer_7168,2
